HTSUS,Articles of Civil Aircraft only,Description,Descrição
9030.40.00,*,Instruments and apparatus specially designed for telecommunications,Instrumentos e aparelhos especialmente projetados para telecomunicações
9030.84.00,*,"Instruments and apparatus for measuring, checking or detecting electrical quantities or ionizing radiations, nesoi, with a recording device","Instrumentos e aparelhos para medir, verificar ou detectar quantidades elétricas ou radiações ionizantes, nesoi, com um dispositivo de gravação"
9030.89.01,*,"Instruments and apparatus for measuring, checking or detecting electrical quantities or ionizing radiations, nesoi, without a recording device","Instrumentos e aparelhos para medir, verificar ou detectar quantidades elétricas ou radiações ionizantes, nesoi, sem um dispositivo de gravação"
9030.90.25,*,Printed circuit assemblies for instruments and apparatus for measuring or detecting ionizing radiation,Conjuntos de circuitos impressos para instrumentos e aparelhos para medir ou detectar radiação ionizante
9030.90.46,*,"Parts and accessories for instruments and apparatus for measuring or detecting ionizing radiation, nesoi","Peças e acessórios para instrumentos e aparelhos para medir ou detectar radiação ionizante, nesoi"
9030.90.66,*,Printed circuit assemblies for subheadings and apparatus of subheading 9030.40 and 9030.82,Conjuntos de circuitos impressos para subtítulos e aparelhos de subposição 9030.40 e 9030.82
9030.90.68,*,"Printed circuit assemblies, nesoi","Conjuntos de circuitos impressos, NESOI"
9030.90.84,*,"Parts and accessories for instruments and apparatus for measuring or checking semiconductor wafers or devices, nesoi","Peças e acessórios para instrumentos e aparelhos para medir ou verificar as bolachas ou dispositivos semicondutores, nesoi"
9030.90.89,*,"Parts and accessories for articles of subheadings 9030.20 to 9030.40, and 9030.84, nesoi","Peças e acessórios para artigos de subtítulos 9030.20 a 9030.40 e 9030.84, nesoi"
9031.80.40,*,Electron beam microscopes fitted with equipment specifically designed for the handling and transport of semiconductor devices or reticles,Microscópios de feixe de elétrons equipados com equipamentos projetados especificamente para o manuseio e transporte de dispositivos ou retículos semicondutores
9031.80.80,*,"Measuring and checking instruments, appliances and machines, nesoi","Medição e corrente instrumentos, aparelhos e máquinas, nesoi"
9031.90.21,*,Parts and accessories of profile projectors,Peças e acessórios de projetores de perfil
9031.90.45,*,Bases and frames for the optical coordinate-measuring machines of subheading 9031.49.40,Bases e quadros para as máquinas de medição de coordenadas ópticas da subposição 9031.49.40
9031.90.54,*,Parts and accessories of measuring and checking optical instruments and appliances of subheading 9031.41 or 9031.49.70,Peças e acessórios de medição e verificação de instrumentos ópticos e aparelhos de subposição 9031.41 ou 9031.49.70
9031.90.59,*,"Parts and accessories of measuring and checking optical instruments and appliances, other than test benches or profile projectors, nesoi","Peças e acessórios de medição e verificação de instrumentos e aparelhos ópticos, além de bancos de teste ou projetores de perfil, NESOI"
9031.90.70,*,Parts and accessories of articles of subheading 9031.80.40,Peças e acessórios de artigos de subposição 9031.80.40
9031.90.91,*,"Parts and accessories of measuring or checking instruments, appliances and machines, nesoi","Peças e acessórios de instrumentos de medição ou corrente, aparelhos e máquinas, nesoi"
9032.10.00,*,Automatic thermostats,Termostatos automáticos
9032.20.00,*,Automatic manostats,Manostats automáticos
9032.81.00,*,Hydraulic and pneumatic automatic regulating or controlling instruments and apparatus,Os instrumentos e aparelhos de regulamentação ou aparelho de regulamentação ou aparelhos de regulamentação ou aparelhos automáticos hidráulicos e pneumáticos
9032.89.20,*,"Automatic voltage and voltage-current regulators, designed for use in a 6, 12, or 24 V system","Reguladores automáticos de tensão e corrente de tensão, projetados para uso em um sistema 6, 12 ou 24 V"
9032.89.40,*,"Automatic voltage and voltage-current regulators, not designed for use in a 6, 12, or 24 V system","Reguladores automáticos de tensão e corrente de tensão, não projetados para uso em um sistema 6, 12 ou 24 V"
9032.89.60,*,"Automatic regulating or controlling instruments and apparatus, nesoi","Instrumentos e aparelhos de regulamentação ou controle automáticos, NESOI"
9032.90.21,*,"Parts and accessories of automatic voltage and voltage-current regulators designed for use in a 6, 12, or 24 V system, nesoi","Peças e acessórios de reguladores automáticos de tensão e corrente de tensão projetados para uso em um sistema 6, 12 ou 24 V, NESOI"
9032.90.41,*,"Parts and accessories of automatic voltage and voltage-current regulators, not designed for use in a 6, 12, or 24 V system, nesoi","Peças e acessórios de reguladores automáticos de tensão e corrente de tensão, não projetados para uso em um sistema 6, 12 ou 24 V, NESOI"
9032.90.61,*,"Parts and accessories for automatic regulating or controlling instruments and apparatus, nesoi","Peças e acessórios para instrumentos e aparelhos de regulamentação ou controle automáticos, nesoi"
9033.00.90,*,"Other parts and accessories for machines, appliances, instruments or apparatus of chapter 90, nesoi","Outras peças e acessórios para máquinas, eletrodomésticos, instrumentos ou aparelhos do Capítulo 90, NESOI"
9104.00.05,*,"Instrument panel clocks for vehicles, air/spacecraft, vessels, clock movement over 50 mm wide, opto-electronic display only, not over $10 each","Relógios do painel de instrumentos para veículos, ar/espaçona"
9104.00.10,*,"Instrument panel clocks for vehicles, air/spacecraft or vessels, clock movement over 50 mm wide, electric, not optoelectronic display, not over $10 each","Relógios do painel de instrumentos para veículos, ar/espaçona"
9104.00.20,*,"Instrument panel clocks for vehicles, air/spacecraft or vessels, with clock movement over 50 mm wide, valued not over $10 each, nonelectric","Relógios do painel de instrumentos para veículos, ar/espaçonave ou embarcações, com movimento de relógio com mais de 50 mm de largura, valorizado não mais de US $ 10 cada"
9104.00.25,*,"Instrument panel clocks for vehicles, air/spacecraft or vessels, with clock movement over 50 mm wide, opto-electronic display only, over $10 each","Relógios do painel de instrumentos para veículos, ar/espaçona"
9104.00.30,*,"Instrument panel clocks for vehicles, air/spacecraft or vessels, with clock movement over 50 mm wide, electric, not optoelectronic display, over $10 each","Relógios do painel de instrumentos para veículos, ar/espaçonave ou embarcações, com movimento do relógio com mais de 50 mm de largura, elétrica, não optoeletrônica, mais de US $ 10 cada"
9104.00.40,*,"Instrument panel clocks for vehicles, air/spacecraft or vessels, with clock movement over 50 mm wide, valued over $10 each, non-electric","Relógios do painel de instrumentos para veículos, ar/espaçona"
9104.00.45,*,"Instrument panel clocks for vehicles, air/spacecraft or vessels, with watch or clock movement under 50 mm wide, opto-electronic display only","Relógios do painel de instrumentos para veículos, ar/espaçona"
9104.00.50,*,"Instrument panel clocks for vehicles, air/spacecraft or vessels, with watch or clock movement under 50 mm wide, electric, not opto-electronic display","Relógios do painel de instrumentos para veículos, ar/espaçonave ou embarcações, com movimento de relógio ou relógio com menos de 50 mm de largura, elétrica e não eletrônica"
9104.00.60,*,"Instrument panel clocks for vehicles, air/spacecraft or vessels, with clock or watch movement under 50 mm wide, nonelectric","Relógios do painel de instrumentos para veículos, ar/espaçona"
9109.10.50,*,"Clock movements nesoi, complete and assembled, electrically operated, with opto-electronic display only","Movimentos do relógio NESOI, completos e montados, operados eletricamente, apenas com tela opto-eletrônica"
9109.10.60,*,"Clock movements nesoi, complete and assembled, electrically operated, with display nesoi, measuring not over 50 mm in width or diameter","Movimentos do relógio NESOI, completos e montados, operados eletricamente, com exibição nesoi, medindo com menos 50 mm de largura ou diâmetro"
9109.90.20,*,"Clock movements, complete and assembled, not electrically operated, measuring not over 50 mm in width or diameter","Movimentos do relógio, completos e montados, não operados eletricamente, medindo não mais de 50 mm de largura ou diâmetro"
9401.10.40,*,"Seats, of a kind used for aircraft, leather upholstered","Assentos, do tipo usado para aeronaves, estofados em couro"
9401.10.80,*,"Seats, of a kind used for aircraft (other than leather upholstered)","Assentos, do tipo usado para aeronaves (exceto o couro estofado)"
9403.20.00,*,"Furniture (other than seats) of metal nesoi, other than of a kind used in offices","Móveis (exceto assentos) de metal nesoi, exceto um tipo usado em escritórios"
9403.70.40,*,Furniture (other than seats and other than of heading 9402) of reinforced or laminated plastics nesoi,Móveis (exceto assentos e outros que não são de 9402) de plásticos reforçados ou laminados nesoi
9403.70.80,*,Furniture (other than seats and other than of heading 9402) of plastics (other than reinforced or laminated) nesoi,Móveis (exceto assentos e outros que não são o rumo 9402) de plásticos (exceto o reforçado ou laminado) nesoi
9405.11.40,*,"Chandeliers and other electric ceiling or wall lighting fittings, of brass, designed for use solely with LED sources","Candeliers e outros acessórios de teto elétrico ou iluminação de parede, de latão, projetados para usar apenas com fontes de LED"
9405.11.60,*,"Chandeliers and other electric ceiling or wall lighting fixtures, of base metal (other than brass), designed for use solely with LED sources","Lustres e outros acessórios de teto elétrico ou de parede, de metal base (exceto bronze), projetados para usar apenas com fontes de LED"
9405.11.80,*,"Chandeliers and other electric ceiling or wall lighting fixtures, not of base metal, designed for use solely with LED sources","Lustres e outros acessórios de teto elétrico ou de parede, não de metal base, projetados para usar apenas com fontes de LED"
9405.19.40,*,"Chandeliers and other electric ceiling or wall lighting fittings, of brass, not designed for use solely with LED sources","Lustres e outros acessórios de teto elétrico ou iluminação de parede, de latão, não projetados para usar apenas com fontes de LED"
9405.19.60,*,"Chandeliers and other electric ceiling or wall lighting fixtures, of base metal (other than brass), not designed for use solely with LED sources","Lustres e outros acessórios de teto elétrico ou de parede, de metal base (exceto bronze), não projetados para uso exclusivamente com fontes de LED"
9405.19.80,*,"Chandeliers and other electric ceiling or wall lighting fixtures, not of base metal, not designed for use solely with LED sources","Lustres e outros acessórios de teto ou parede elétricos, não de metal base, não projetados para usar apenas com fontes de LED"
9405.61.20,*,"Illuminated signs, illuminated name plates and the like, of brass, designed for use solely with LED sources","Placas iluminadas, nomes iluminados e similares, de latão, projetados para usar apenas com fontes de LED"
9405.61.40,*,"Illuminated signs, illuminated name plates and the like, of base metal (other than brass), designed for use solely with LED sources","Placas iluminadas, nomes iluminados e similares, de metal base (exceto bronze), projetados para usar apenas com fontes de LED"
9405.61.60,*,"Illuminated signs, illuminated name plates and the like, not of base metal, designed for use solely with LED sources","Placas iluminadas, nomes iluminados e similares, não de metal base, projetados para usar apenas com fontes de LED"
9405.69.20,*,"Illuminated signs, illuminated name plates and the like, of brass, not designed for use solely with LED sources","Placas iluminadas, nomes iluminados e similares, de latão, não projetados para usar apenas com fontes de LED"
9405.69.40,*,"Illuminated signs, illuminated name plates and the like, of base metal (other than brass), not designed for use solely with LED sources","Placas iluminadas, nomes iluminados e similares, de metal base (exceto o bronze), não projetado para usar apenas com fontes de LED"
9405.69.60,*,"Illuminated signs, illuminated name plates and the like, not of base metal, not designed for use solely with LED sources","Placas iluminadas, nomes iluminados e afins, não de metal base, não projetado para usar apenas com fontes de LED"
9405.92.00,*,"Parts of lamps, lighting fixtures, illuminated signs and the like, of plastics","Partes de lâmpadas, luminárias, sinais iluminados e similares, de plásticos"
9405.99.20,*,"Parts of lamps, lighting fixtures, illuminated signs and the like, of brass","Partes de lâmpadas, luminárias, sinais iluminados e similares, de latão"
9405.99.40,*,"Parts of lamps, lighting fixtures, illuminated signs and the like, not of glass, plastics or brass","Partes de lâmpadas, luminárias, sinais iluminados e afins, não de vidro, plásticos ou latão"
9620.00.50,*,"Monopods, bipods, tripods and similar articles of plastics, nesoi","Monopodos, bipods, tripés e artigos similares de plásticos, nesoi"
9620.00.60,*,"Monopods, bipods, tripods and similar articles of graphite and other carbon, nesoi","Monopodos, bipods, tripés e artigos similares de grafite e outros carbono, nesoi"
9802.00.40,*,Articles returned to the United States after having been exported for repairs or alterations made pursuant to a warranty,Os artigos retornados aos Estados Unidos depois de terem sido exportados para reparos ou alterações feitas de acordo com uma garantia
9802.00.50,*,"Articles returned to the United States after having been exported for repairs or alterations, other","Os artigos retornaram aos Estados Unidos depois de terem sido exportados para reparos ou alterações, outros"
9802.00.60,*,"Any article of metal (as defined in U.S. note 3(e) to this subchapter) manufactured in the United States or subjected to a process of manufacture in the United States, if exported for further processing, and if the exported article as processed outside the United States, or the article which results from the processing outside the United States, is returned to the United States for further processing","Qualquer artigo de metal (conforme definido nos EUA Nota 3 (e) deste subcapítulo) fabricado nos Estados Unidos ou sujeito a um processo de fabricação nos Estados Unidos, se exportado para processamento adicional e, se o artigo exportado, como processado fora dos Estados Unidos, ou o artigo que resulta do processamento fora dos Estados Unidos, devolvido aos Estados Unidos para mais processamento"
9802.00.80,*,"Articles, except goods of heading 9802.00.91 and goods imported under provisions of subchapter XIX of this chapter and goods imported under provisions of subchapter XX, assembled abroad in whole or in part of fabricated components, the product of the United States, which (a) were exported in condition ready for assembly without further fabrication, (b) have not lost their physical identity in such articles by change in form, shape or otherwise, and (c) have not been advanced in value or improved in condition abroad except by being assembled and except by operations incidental to the assembly process such as cleaning, lubricating and painting","Articles, except goods of heading 9802.00.91 and goods imported under provisions of subchapter XIX of this chapter and goods imported under provisions of subchapter XX, assembled abroad in whole or in part of fabricated components, the product of the United States, which (a) were exported in condition ready for assembly without further fabrication, (b) have not lost their physical identity in such articles by change in form, shape or otherwise, and (c) have not foram avançados em valor ou melhorados em condições no exterior, exceto por serem montados e exceto por operações incidentais ao processo de montagem, como limpeza, lubrificação e pintura"
9818.00.05,*,"Spare parts necessarily installed before first entry into the United States, upon first entry into the United States of each such spare part purchased in, or imported from, a foreign country","Peças de reposição necessariamente instaladas antes da primeira entrada nos Estados Unidos, após a primeira entrada nos Estados Unidos de cada parte sobressalente comprada ou importada de um país estrangeiro"
9818.00.07,*,"Other, upon first arrival in any port of the United States of any vessel described in U.S. note 1 to this subchapter","Outros, após a primeira chegada em qualquer porto dos Estados Unidos de qualquer navio descrito na nota 1 dos EUA para este subcapítulo"
